order,note_id,status,front_text,tokens,new_tokens
772,1774203483197,KEEP,Rumah tua itu akan direnovasi tahun depan,akan | depan | direnovasi | itu | rumah | tahun | tua,direnovasi
773,1774203490103,KEEP,Dia belum merasa tua meski rambutnya memutih,belum | dia | memutih | merasa | meski | rambutnya | tua,memutih | rambutnya
774,1774203514163,KEEP,Aku akan merawat orang tua itu dengan baik,akan | aku | baik | dengan | itu | merawat | orang | tua,merawat
775,1774203554810,KEEP,Gedung itu sedang direnovasi sejak awal tahun,awal | direnovasi | gedung | itu | sedang | sejak | tahun,gedung
776,1774203582309,KEEP,Rambutnya sudah memutih sejak usia muda,memutih | muda | rambutnya | sejak | sudah | usia,usia
777,1774203607102,KEEP,Usianya belum cukup untuk mengikuti ujian itu,belum | cukup | itu | mengikuti | ujian | untuk | usianya,usianya
778,1774203654914,KEEP,Kamu berasal dari mana asal keluargamu?,asal | berasal | dari | kamu | keluargamu | mana,asal | berasal | keluargamu | mana
779,1774204329821,KEEP,Bisnisnya tidak berkembang meski sudah lama berjalan,berjalan | berkembang | bisnisnya | lama | meski | sudah | tidak,bisnisnya
780,1774204386298,KEEP,Kematian itu belum dijelaskan oleh dokter,belum | dijelaskan | dokter | itu | kematian | oleh,dijelaskan | kematian
781,1774204428475,KEEP,Apakah dia sudah meninggal sebelum kamu datang?,apakah | datang | dia | kamu | meninggal | sebelum | sudah,meninggal
782,1774204446076,KEEP,Tanaman itu mati karena tidak disiram kemarin,disiram | itu | karena | kemarin | mati | tanaman | tidak,disiram
783,1774204554810,KEEP,Perusahaan itu akan mengotomatiskan proses produksi tahun depan,akan | depan | itu | mengotomatiskan | perusahaan | produksi | proses | tahun,mengotomatiskan | produksi
784,1774204588984,KEEP,Produksi pabrik itu tidak meningkat bulan ini,bulan | ini | itu | meningkat | pabrik | produksi | tidak,pabrik
785,1774204932608,KEEP,Pabrik itu akan tutup sementara karena renovasi,akan | itu | karena | pabrik | renovasi | sementara | tutup,renovasi | sementara
786,1774204946749,KEEP,Kami tinggal sementara di rumah saudara dekat sini,dekat | di | kami | rumah | saudara | sementara | sini | tinggal,saudara
787,1774262067368,KEEP,Kenapa lampu ini tidak menyala?,ini | kenapa | lampu | menyala | tidak,menyala
788,1774262077097,KEEP,Aku akan membawa senter nanti malam,akan | aku | malam | membawa | nanti | senter,senter
789,1774262092435,KEEP,Mode pesawat belum aku aktifkan,aktifkan | aku | belum | mode | pesawat,aktifkan | mode
790,1774262110069,KEEP,Apakah aku mengganggu kamu sekarang?,aku | apakah | kamu | mengganggu | sekarang,mengganggu
791,1774262123549,KEEP,Alarm itu belum berbunyi pagi ini,alarm | belum | berbunyi | ini | itu | pagi,alarm | berbunyi
792,1774262138470,KEEP,Bel pintu sedang berbunyi keras,bel | berbunyi | keras | pintu | sedang,bel
793,1774262147560,KEEP,Alarm itu sudah disetel sejak tadi,alarm | disetel | itu | sejak | sudah | tadi,disetel
794,1774262164094,KEEP,Aku akan setel alarm sebelum tidur,akan | aku | alarm | sebelum | setel | tidur,setel
795,1774262205534,KEEP,Lampu ini akan mati otomatis nanti,akan | ini | lampu | mati | nanti | otomatis,otomatis
796,1774262218112,KEEP,Sistem keamanan sedang diperbarui sekarang,diperbarui | keamanan | sedang | sekarang | sistem,keamanan
797,1774262234046,KEEP,Kapan kamu akan perbarui aplikasi ini?,akan | aplikasi | ini | kamu | kapan | perbarui,perbarui
798,1774262256142,KEEP,Perekam itu sedang merekam suara kita,itu | kita | merekam | perekam | sedang | suara,merekam | perekam
799,1774262301711,KEEP,Kamera itu belum aku pakai hari ini,aku | belum | hari | ini | itu | kamera | pakai,kamera
800,1774262312185,KEEP,Apakah kamu punya akses ke sistem ini?,akses | apakah | ini | kamu | ke | punya | sistem,akses
801,1774262331279,KEEP,Aku tidak tahu lokasi tempat itu,aku | itu | lokasi | tahu | tempat | tidak,lokasi
802,1774262342009,KEEP,Cahaya ini terlalu redup untuk membaca,cahaya | ini | membaca | redup | terlalu | untuk,redup
803,1774262369770,KEEP,Aku akan belajar lebih fokus malam ini,akan | aku | belajar | fokus | ini | lebih | malam,fokus
804,1774262403471,KEEP,Privasi aku tidak boleh kamu langgar,aku | boleh | kamu | langgar | privasi | tidak,langgar
805,1774262418756,KEEP,Aku akan periksa pesan itu nanti,akan | aku | itu | nanti | periksa | pesan,periksa
806,1774262428858,KEEP,Kamu boleh masuk kalau sudah siap,boleh | kalau | kamu | masuk | siap | sudah,kalau
807,1774262449146,KEEP,Aku tidak bisa membuka file itu,aku | bisa | file | itu | membuka | tidak,membuka
808,1774518006912,KEEP,Aku akan mengirim usulan besok,akan | aku | besok | mengirim | usulan,usulan
809,1774518048198,KEEP,Negara itu sedang menghadapi krisis ekonomi,ekonomi | itu | krisis | menghadapi | negara | sedang,ekonomi | krisis | negara
810,1774518081199,KEEP,Dia belum pulih sejak kecelakaan kemarin,belum | dia | kecelakaan | kemarin | pulih | sejak,kecelakaan
811,1774518096492,KEEP,Apakah dia mengalami kecelakaan tadi malam?,apakah | dia | kecelakaan | malam | mengalami | tadi,mengalami
812,1774518108624,KEEP,Aku pernah mengalami hal serupa dulu,aku | dulu | hal | mengalami | pernah | serupa,serupa
813,1774518129840,KEEP,Dia belum menerima upa atas pekerjaannya,atas | belum | dia | menerima | pekerjaannya | upa,atas | upa
814,1774518147628,KEEP,Kapal itu akan melintasi selat besok,akan | besok | itu | kapal | melintasi | selat,melintasi | selat
815,1774518177458,KEEP,Ini paling sulit yang pernah aku coba,aku | coba | ini | paling | pernah | sulit | yang,paling
816,1774518209739,KEEP,Banyak warga akan terdampak kebijakan baru,akan | banyak | baru | kebijakan | terdampak | warga,kebijakan | terdampak | warga
817,1774518219643,KEEP,Perusahaan itu tidak mengubah kebijakan lama,itu | kebijakan | lama | mengubah | perusahaan | tidak,mengubah
818,1774518449011,KEEP,Harga kakao sedang naik bulan ini,bulan | harga | ini | kakao | naik | sedang,kakao
819,1774519232975,KEEP,Petani itu akan menanam jagung musim depan,akan | depan | itu | jagung | menanam | musim | petani,jagung | musim
820,1774519615252,KEEP,Sapi itu sedang makan di ladang,di | itu | ladang | makan | sapi | sedang,ladang | sapi
821,1774519621211,KEEP,Apakah kamu pernah melihat harimau liar?,apakah | harimau | kamu | liar | melihat | pernah,harimau
822,1774519741528,KEEP,Monyet itu belum turun dari pohon,belum | dari | itu | monyet | pohon | turun,monyet
823,1774519747821,KEEP,Aku akan membeli ikan segar nanti,akan | aku | ikan | membeli | nanti | segar,ikan
824,1774519757110,KEEP,Dia sedang menggoreng ikan di dapur,dapur | di | dia | ikan | menggoreng | sedang,menggoreng
825,1774519773442,KEEP,Aku mau nasi goreng sekarang,aku | goreng | mau | nasi | sekarang,goreng | nasi
826,1774519867976,KEEP,Perahu itu sudah kembali ke pelabuhan,itu | ke | kembali | pelabuhan | perahu | sudah,pelabuhan | perahu
827,1774519872708,KEEP,Anak-anak bermain di pasir pantai,anak-anak | bermain | di | pantai | pasir,anak-anak | pasir
828,1774519901328,KEEP,Rumah itu terbuat dari kayu tua,dari | itu | kayu | rumah | terbuat | tua,terbuat
829,1774519910814,KEEP,Jembatan itu diperkuat dengan besi kuat,besi | dengan | diperkuat | itu | jembatan | kuat,besi | diperkuat | jembatan
830,1774519960978,KEEP,Kami akan memperbaiki pagar besok,akan | besok | kami | memperbaiki | pagar,pagar
831,1774519966510,KEEP,Tikus itu lari saat aku mendekat,aku | itu | lari | mendekat | saat | tikus,mendekat | tikus
832,1774519987553,KEEP,Mereka memancing di danau tadi siang,danau | di | memancing | mereka | siang | tadi,danau | memancing
833,1774520031939,KEEP,Sepatu baruku belum kucoba di luar,baruku | belum | di | kucoba | luar | sepatu,kucoba
834,1774520058288,KEEP,Angin malam ini terasa sangat kencang,angin | ini | kencang | malam | sangat | terasa,kencang
835,1774520199121,KEEP,Apakah kamu sudah memenuhi semua syarat pendaftaran?,apakah | kamu | memenuhi | pendaftaran | semua | sudah | syarat,memenuhi | pendaftaran | syarat
836,1774520213021,KEEP,Raja itu memerintah kerajaannya dengan bijak,bijak | dengan | itu | kerajaannya | memerintah | raja,bijak | kerajaannya | memerintah | raja
837,1774520230078,KEEP,Dia selalu memberi nasihat yang bijaksana,bijaksana | dia | memberi | nasihat | selalu | yang,bijaksana | nasihat
838,1774520242617,KEEP,Aku ingin selajahi hutan minggu depan,aku | depan | hutan | ingin | minggu | selajahi,selajahi
839,1774520314270,KEEP,Aku menaruh teh panas di cangkir,aku | cangkir | di | menaruh | panas | teh,cangkir | menaruh
840,1774520328095,KEEP,Kuda itu berlari cepat di padang,berlari | cepat | di | itu | kuda | padang,padang
841,1774523799872,KEEP,Aku menanam tanaman baru di halaman,aku | baru | di | halaman | menanam | tanaman,halaman
842,1774523819350,KEEP,Tembok itu dibangun dari batu bata merah,bata | batu | dari | dibangun | itu | merah | tembok,bata | batu | tembok
843,1774523826606,KEEP,Anak-anak melempar batu ke sungai,anak-anak | batu | ke | melempar | sungai,melempar
844,1774524212238,KEEP,Aku duduk di sofa sambil membaca,aku | di | duduk | membaca | sambil | sofa,duduk | sambil | sofa
845,1774524232454,KEEP,Bebek itu berenang di kolam pagi ini,bebek | berenang | di | ini | itu | kolam | pagi,bebek | berenang | kolam
846,1774524244993,KEEP,Ikan itu berenang di akuarium rumahku,akuarium | berenang | di | ikan | itu | rumahku,akuarium
847,1774524498050,KEEP,Aku membeli kemeja baru kemarin,aku | baru | kemarin | kemeja | membeli,kemeja
848,1774524695730,KEEP,Anak itu memakan semangka di halaman,anak | di | halaman | itu | memakan | semangka,memakan | semangka
849,1774524738413,KEEP,Aku menyikat gigi sebelum tidur malam,aku | gigi | malam | menyikat | sebelum | tidur,gigi | menyikat
850,1774525200990,KEEP,Anjing itu mulai menggigit mainannya keras,anjing | itu | keras | mainannya | menggigit | mulai,mainannya | menggigit
851,1774525268128,KEEP,Anak-anak sedang main di taman sore ini,anak-anak | di | ini | main | sedang | sore | taman,main
852,1774525309000,KEEP,Aku harus menganalisis data sebelum presentasi,aku | data | harus | menganalisis | presentasi | sebelum,menganalisis | presentasi
853,1774525356434,KEEP,Dia memakai gaun cantik ke pesta,cantik | dia | gaun | ke | memakai | pesta,gaun | pesta
854,1774525468913,KEEP,Mobil itu diparkir di depan rumah,depan | di | diparkir | itu | mobil | rumah,diparkir
855,1774525498998,KEEP,Awan gelap menutupi langit sore ini,awan | gelap | ini | langit | menutupi | sore,menutupi
856,1774525550173,KEEP,Dia memakai celana ketat saat berolahraga,berolahraga | celana | dia | ketat | memakai | saat,celana | ketat
857,1774525566130,KEEP,Aku memijat kaki yang pegal tadi malam,aku | kaki | malam | memijat | pegal | tadi | yang,kaki | pegal
858,1774525611914,KEEP,Aku menyimpan uang di dompet setiap hari,aku | di | dompet | hari | menyimpan | setiap | uang,menyimpan
859,1774525628321,KEEP,Aku menemukan koin lama di laci,aku | di | koin | laci | lama | menemukan,laci
860,1774525640293,KEEP,Aku membayar belanjaan dengan tunai kemarin,aku | belanjaan | dengan | kemarin | membayar | tunai,belanjaan | tunai
861,1774525708690,KEEP,Asia adalah benua terbesar di dunia,adalah | asia | benua | di | dunia | terbesar,asia | dunia | terbesar
862,1774525732873,KEEP,Dia adalah teman terbaikku sejak kecil,adalah | dia | kecil | sejak | teman | terbaikku,terbaikku
863,1774525743021,KEEP,Gunung berapi itu meletus bulan lalu,berapi | bulan | gunung | itu | lalu | meletus,meletus
864,1774525771264,KEEP,Aku akan mengecat dinding kamar besok,akan | aku | besok | dinding | kamar | mengecat,mengecat
865,1774525956613,KEEP,Aku mencuci piring di wastafel dapur,aku | dapur | di | mencuci | piring | wastafel,mencuci | wastafel
866,1774525972613,KEEP,Keran di kamar mandi bocor tadi malam,bocor | di | kamar | keran | malam | mandi | tadi,keran
867,1774525996371,KEEP,Aku membeli nanas segar di pasar,aku | di | membeli | nanas | pasar | segar,nanas
868,1774526022392,KEEP,Aku pasti menyelesaikan tugas sebelum malam,aku | malam | menyelesaikan | pasti | sebelum | tugas,pasti
869,1774526061414,KEEP,Aku diterima di universitas terbaik tahun ini,aku | di | diterima | ini | tahun | terbaik | universitas,diterima | terbaik
870,1774526087865,KEEP,Aku makan pisang sebelum berolahraga pagi,aku | berolahraga | makan | pagi | pisang | sebelum,pisang
871,1774526100410,KEEP,Bunga itu berwarna kuning cerah di taman,berwarna | bunga | cerah | di | itu | kuning | taman,berwarna
872,1774526114386,KEEP,Aku duduk di balok kayu sepanjang sungai,aku | balok | di | duduk | kayu | sepanjang | sungai,balok
873,1774526134801,KEEP,Atap rumah itu ditopang oleh balok kayu,atap | balok | ditopang | itu | kayu | oleh | rumah,ditopang
874,1774526201502,KEEP,Aku menancapkan paku di dinding untuk foto,aku | di | dinding | foto | menancapkan | paku | untuk,menancapkan | paku
875,1774526235590,KEEP,Aku akan ambil buku itu dari rak,akan | aku | ambil | buku | dari | itu | rak,rak
876,1774526250799,KEEP,Aku meletakkan kepala di bantal empuk,aku | bantal | di | empuk | kepala | meletakkan,bantal | empuk | meletakkan
877,1774526257790,KEEP,Pakaian itu disimpan rapi di lemari,di | disimpan | itu | lemari | pakaian | rapi,disimpan | lemari
878,1774526275874,KEEP,Aku memanjat tangga untuk ambil buku,aku | ambil | buku | memanjat | tangga | untuk,memanjat
879,1774526286390,KEEP,Aku akan mendaki gunung akhir pekan ini,akan | akhir | aku | gunung | ini | mendaki | pekan,pekan
880,1774526295052,KEEP,Aku sibuk bekerja sepanjang pekan ini,aku | bekerja | ini | pekan | sepanjang | sibuk,sibuk
881,1774530033290,KEEP,Hidungku gatal karena alergi debu,alergi | debu | gatal | hidungku | karena,alergi | debu | gatal | hidungku
882,1774530077623,KEEP,Telingaku sakit setelah berenang kemarin,berenang | kemarin | sakit | setelah | telingaku,telingaku
883,1774530199016,KEEP,Aku membaca seluruh buku itu semalam,aku | buku | itu | membaca | seluruh | semalam,seluruh
884,1774530219353,KEEP,Kami menghabiskan keseluruhan hari di pantai,di | hari | kami | keseluruhan | menghabiskan | pantai,keseluruhan | menghabiskan
885,1774530310018,KEEP,Restoran itu terkenal dengan masakan pedasnya,dengan | itu | masakan | pedasnya | restoran | terkenal,masakan | pedasnya
886,1774534037503,KEEP,Aku sudah memakai anting itu sejak pagi,aku | anting | itu | memakai | pagi | sejak | sudah,anting
887,1774534042183,KEEP,Aku akan pergi ke bandara besok pagi,akan | aku | bandara | besok | ke | pagi | pergi,bandara
888,1774534056855,KEEP,Aku sedang membersihkan rumah sebelum tamu datang,aku | datang | membersihkan | rumah | sebelum | sedang | tamu,tamu
889,1774534066960,KEEP,Perabot di rumah baru kami sangat modern,baru | di | kami | modern | perabot | rumah | sangat,perabot
890,1774534075399,KEEP,Aku selalu menyikat gigi dengan sikat baru setiap minggu,aku | baru | dengan | gigi | menyikat | minggu | selalu | setiap | sikat,sikat
891,1774534101054,KEEP,Aku menerima paket dari toko online kemarin sore,aku | dari | kemarin | menerima | online | paket | sore | toko,online
892,1774534114067,KEEP,Aku akan mengintegrasikan sistem baru ke dalam aplikasi,akan | aku | aplikasi | baru | dalam | ke | mengintegrasikan | sistem,mengintegrasikan
893,1774534123019,KEEP,Integrasi data antara dua sistem selesai minggu lalu,antara | data | dua | integrasi | lalu | minggu | selesai | sistem,integrasi
894,1774534136825,KEEP,Aku duduk di kursi antara dua temanku,aku | antara | di | dua | duduk | kursi | temanku,kursi
895,1774534164827,KEEP,Pengiriman barang dari toko itu biasanya cepat,barang | biasanya | cepat | dari | itu | pengiriman | toko,pengiriman
896,1774534179789,KEEP,Aku baru saja membeli sepeda motor baru kemarin,aku | baru | kemarin | membeli | motor | saja | sepeda,motor
897,1774534206353,KEEP,Cukup duduk di sini aja jangan bergerak,aja | bergerak | cukup | di | duduk | jangan | sini,aja
898,1774534215088,KEEP,Jangan gerak dulu sampai aku bilang siap,aku | bilang | dulu | gerak | jangan | sampai | siap,gerak
899,1774534238194,KEEP,Dia bernyanyi seperti penyanyi profesional di konser,bernyanyi | di | dia | konser | penyanyi | profesional | seperti,bernyanyi | penyanyi
900,1774534258730,KEEP,Kami sering pergi ke bioskop setiap akhir pekan,akhir | bioskop | kami | ke | pekan | pergi | sering | setiap,bioskop
901,1774534268495,KEEP,Aku sedang mengobrol dengan teman lama lewat pesan,aku | dengan | lama | lewat | mengobrol | pesan | sedang | teman,mengobrol
902,1774534296991,KEEP,Aku sering bermain permainan video sebelum tidur,aku | bermain | permainan | sebelum | sering | tidur | video,permainan
903,1774534321562,KEEP,Pengujian sistem baru akan dilakukan minggu depan,akan | baru | depan | dilakukan | minggu | pengujian | sistem,dilakukan | pengujian
904,1774534338107,KEEP,Aku bertemu dengan insinyur itu untuk membahas proyek,aku | bertemu | dengan | insinyur | itu | membahas | proyek | untuk,insinyur | membahas
905,1774534344534,KEEP,Tolong lakukan tugas ini sebelum jam lima sore,ini | jam | lakukan | lima | sebelum | sore | tolong | tugas,lakukan
906,1774534363112,KEEP,Aku mengecek data terbaru di dasbor setiap pagi,aku | dasbor | data | di | mengecek | pagi | setiap | terbaru,dasbor | mengecek | terbaru
907,1774534372595,KEEP,Elemen penting dari desain ini harus diperhatikan,dari | desain | diperhatikan | elemen | harus | ini | penting,desain | diperhatikan | elemen
908,1774534386612,KEEP,Aku merasa sedih di dalam hati saat mendengar berita itu,aku | berita | dalam | di | hati | itu | mendengar | merasa | saat | sedih,hati | sedih
909,1774534425992,KEEP,Dokter memeriksa jantungku karena detak yang tidak normal,detak | dokter | jantungku | karena | memeriksa | normal | tidak | yang,detak | jantungku | normal
910,1774534443651,KEEP,Aku jg akan ikut ke pesta nanti malam,akan | aku | ikut | jg | ke | malam | nanti | pesta,jg
911,1774534453453,KEEP,Aku terlambat karna hujan deras tadi pagi,aku | deras | hujan | karna | pagi | tadi | terlambat,karna
912,1774534462607,KEEP,Aku harus ulang pelajaran itu supaya lebih paham,aku | harus | itu | lebih | paham | pelajaran | supaya | ulang,supaya
913,1774534472995,KEEP,Tolong ulangi pertanyaan itu supaya aku jelas mendengar,aku | itu | jelas | mendengar | pertanyaan | supaya | tolong | ulangi,ulangi
914,1774534482925,KEEP,Aku memesan sup ayam hangat untuk makan siang,aku | ayam | hangat | makan | memesan | siang | sup | untuk,ayam | memesan
915,1774534497164,KEEP,Babi itu sedang tidur di halaman belakang,babi | belakang | di | halaman | itu | sedang | tidur,babi | belakang
916,1774534522391,KEEP,Aku melihat anak kecil menangis di taman tadi,aku | anak | di | kecil | melihat | menangis | tadi | taman,menangis
917,1774534545070,KEEP,Kita harus menjaga lingkungan agar tetap bersih dan sehat,agar | bersih | dan | harus | kita | lingkungan | menjaga | sehat | tetap,lingkungan
918,1774534599056,KEEP,Aku merasa aman saat berada di rumah bersama keluargaku,aku | aman | berada | bersama | di | keluargaku | merasa | rumah | saat,aman
919,1774534608459,KEEP,Keselamatan pekerja selalu menjadi prioritas utama perusahaan,keselamatan | menjadi | pekerja | perusahaan | prioritas | selalu | utama,keselamatan | pekerja | prioritas
920,1774534633333,KEEP,Aku berdoa kepada Tuhan setiap pagi sebelum bekerja,aku | bekerja | berdoa | kepada | pagi | sebelum | setiap | tuhan,berdoa | kepada | tuhan
921,1774534677160,KEEP,Dokumen penting disimpan aman di dalam brankas,aman | brankas | dalam | di | disimpan | dokumen | penting,brankas
922,1774534702981,KEEP,Tolong simpan barang itu di lemari setelah dipakai,barang | di | dipakai | itu | lemari | setelah | simpan | tolong,simpan
923,1774534712878,KEEP,Aku minta maaf karena terlambat datang ke pertemuan,aku | datang | karena | ke | maaf | minta | pertemuan | terlambat,maaf
924,1774534743666,KEEP,Aku selalu membawa ransel saat pergi ke sekolah,aku | ke | membawa | pergi | ransel | saat | sekolah | selalu,ransel
925,1774534753928,KEEP,Aku menulis catatan penting dengan pensil baru hari ini,aku | baru | catatan | dengan | hari | ini | menulis | pensil | penting,pensil
926,1774534809720,KEEP,Aku membeli sebotol anggur merah untuk pesta malam ini,aku | anggur | ini | malam | membeli | merah | pesta | sebotol | untuk,anggur | sebotol
927,1774534819255,KEEP,Aku mengisi botol dengan air mineral sebelum pergi,air | aku | botol | dengan | mengisi | mineral | pergi | sebelum,mineral
928,1774534837310,KEEP,Aku akan isi formulir pendaftaran sebelum jam lima,akan | aku | formulir | isi | jam | lima | pendaftaran | sebelum,formulir | isi
929,1774534849604,KEEP,Aku mencukur bulu tubuh sebelum pergi ke pantai,aku | bulu | ke | mencukur | pantai | pergi | sebelum | tubuh,bulu | mencukur | tubuh
930,1774534859948,KEEP,Aku harus cukur jenggot sebelum rapat penting besok,aku | besok | cukur | harus | jenggot | penting | rapat | sebelum,cukur | jenggot
931,1774534871567,KEEP,Kucing itu memiliki bulu yang lembut dan halus,bulu | dan | halus | itu | kucing | lembut | memiliki | yang,halus | lembut
932,1774534900490,KEEP,Aku akan beli baju baru di toko besok,akan | aku | baju | baru | beli | besok | di | toko,baju
933,1774534912904,KEEP,Aku harus tulis laporan sebelum jam pulang kantor,aku | harus | jam | kantor | laporan | pulang | sebelum | tulis,tulis
934,1774534918320,KEEP,Aku mencuci pakaian kotor setiap malam sebelum tidur,aku | kotor | malam | mencuci | pakaian | sebelum | setiap | tidur,kotor
935,1774534944561,KEEP,Aku merasa gemuk setelah makan banyak kue tadi,aku | banyak | gemuk | kue | makan | merasa | setelah | tadi,gemuk
936,1774534954514,KEEP,Dia terlihat kurus karena jarang makan malam,dia | jarang | karena | kurus | makan | malam | terlihat,kurus
937,1774535484086,KEEP,Aku tidak suka orang yang berbohong tentang masalah serius,aku | berbohong | masalah | orang | serius | suka | tentang | tidak | yang,berbohong
938,1774535504054,KEEP,Aku belajar sejarah Indonesia di sekolah setiap minggu,aku | belajar | di | indonesia | minggu | sejarah | sekolah | setiap,sejarah
939,1774535526669,KEEP,Aku ingin selajah kota tua saat liburan nanti,aku | ingin | kota | liburan | nanti | saat | selajah | tua,selajah
940,1774535543129,KEEP,Aku menulis namur temanku di daftar hadir hari ini,aku | daftar | di | hadir | hari | ini | menulis | namur | temanku,namur
941,1774535573441,KEEP,Pemerintah sedang memperbaiki infrastruktur jalan di kota ini,di | infrastruktur | ini | jalan | kota | memperbaiki | pemerintah | sedang,infrastruktur | pemerintah
942,1774535590488,KEEP,Pekerja mencampur semen untuk membangun dinding baru,baru | dinding | membangun | mencampur | pekerja | semen | untuk,mencampur
943,1774535662750,KEEP,Aku akan campur tepung dan gula untuk kue,akan | aku | campur | dan | gula | kue | tepung | untuk,campur
944,1774535734618,KEEP,Aku sudah membereskan semuanya sebelum tamu datang,aku | datang | membereskan | sebelum | semuanya | sudah | tamu,membereskan | semuanya
945,1774535742829,KEEP,Aku harus beres pekerjaan ini sebelum jam lima,aku | beres | harus | ini | jam | lima | pekerjaan | sebelum,beres
946,1774535916934,KEEP,Peradaban kuno Mesir terkenal dengan piramida megahnya,dengan | kuno | megahnya | mesir | peradaban | piramida | terkenal,kuno | megahnya | mesir | peradaban | piramida
947,1774535948257,KEEP,Turis itu mengagumi piramida di Mesir dengan kagum,dengan | di | itu | kagum | mengagumi | mesir | piramida | turis,kagum | mengagumi | turis
948,1774535985713,KEEP,Aku merasa agum melihat lukisan indah di museum,agum | aku | di | indah | lukisan | melihat | merasa | museum,agum | museum
949,1774535999952,KEEP,Anak itu senang belajar tentang dinosaurus di sekolah,anak | belajar | di | dinosaurus | itu | sekolah | senang | tentang,dinosaurus | senang
950,1774536053586,KEEP,Aku merasakan kehangatan matahari di pagi hari,aku | di | hari | kehangatan | matahari | merasakan | pagi,kehangatan
951,1774536095250,KEEP,Aku menulis catatan penting di selembar kertas,aku | catatan | di | kertas | menulis | penting | selembar,selembar
952,1774540328237,KEEP,Aku belum melihat nyamuk di kamar,aku | belum | di | kamar | melihat | nyamuk,nyamuk
953,1774540336953,KEEP,Aku pernah melihat komodo di pulau itu,aku | di | itu | komodo | melihat | pernah | pulau,komodo | pulau
954,1774540345608,KEEP,Apakah naga itu benar-benar ada?,ada | apakah | benar-benar | itu | naga,naga
955,1774540357034,KEEP,Ular itu sedang bergerak di pasir,bergerak | di | itu | pasir | sedang | ular,ular
956,1774540382864,KEEP,Kami akan melewati rawa besok pagi,akan | besok | kami | melewati | pagi | rawa,melewati | rawa
957,1774540398279,KEEP,"Di balik gunung itu, ada desa kecil",ada | balik | desa | di | gunung | itu | kecil,balik
958,1774540403422,KEEP,Aku sedang melewati fase sulit dalam hidup,aku | dalam | fase | hidup | melewati | sedang | sulit,fase
959,1774540424908,KEEP,Aku tidak berani cium dia di depan,aku | berani | cium | depan | di | dia | tidak,cium
960,1774540444662,KEEP,Aroma bunga itu sangat kuat di taman,aroma | bunga | di | itu | kuat | sangat | taman,aroma
961,1774540465503,KEEP,Determinasi itu membantuku menyelesaikan tugas sulit,determinasi | itu | membantuku | menyelesaikan | sulit | tugas,determinasi | membantuku
962,1774540475897,KEEP,Kesedihan itu muncul setelah berita buruk tadi,berita | buruk | itu | kesedihan | muncul | setelah | tadi,kesedihan
963,1774540502553,KEEP,Peri itu muncul di taman saat senja,di | itu | muncul | peri | saat | senja | taman,peri | senja
964,1774540514935,KEEP,Cincin itu dihiasi zamrud hijau indah,cincin | dihiasi | hijau | indah | itu | zamrud,dihiasi | zamrud
965,1774540530025,KEEP,Bunga-bunga itu menghiasi meja makan malam ini,bunga-bunga | ini | itu | makan | malam | meja | menghiasi,bunga-bunga | menghiasi
966,1774540544975,KEEP,Kain ini terasa lembut saat disentuh,disentuh | ini | kain | lembut | saat | terasa,disentuh | kain
967,1774540669957,KEEP,Perusahaan itu akan mengimpor barang dari Jepang,akan | barang | dari | itu | jepang | mengimpor | perusahaan,mengimpor
968,1774540711479,KEEP,Dia akan menjadi kaya jika terus bekerja keras,akan | bekerja | dia | jika | kaya | keras | menjadi | terus,kaya | terus
969,1774540722299,KEEP,Banyak keluarga miskin tinggal di desa itu,banyak | desa | di | itu | keluarga | miskin | tinggal,miskin
970,1774540735680,KEEP,Kemiskinan membuat anak-anak sulit pergi sekolah,anak-anak | kemiskinan | membuat | pergi | sekolah | sulit,kemiskinan
971,1774540774438,KEEP,Aku akan mengikuti jejak kakakku besok,akan | aku | besok | jejak | kakakku | mengikuti,jejak | kakakku
972,1774540787794,KEEP,Kakak selalu membantuku saat kesulitan,kakak | kesulitan | membantuku | saat | selalu,kakak | kesulitan
973,1774540822378,KEEP,Asap dari dapur membuat mata aku perih,aku | asap | dapur | dari | mata | membuat | perih,perih
974,1774540832710,KEEP,Mataku terasa perih setelah terkena debu,debu | mataku | perih | setelah | terasa | terkena,mataku
975,1774540979178,KEEP,Lebah itu menyengat tanganku kemarin sore,itu | kemarin | lebah | menyengat | sore | tanganku,lebah | menyengat
976,1774541095216,KEEP,Aku minum bir bersama teman tadi malam,aku | bersama | bir | malam | minum | tadi | teman,bir
977,1774541129813,KEEP,Baju itu sudah kering setelah dijemur,baju | dijemur | itu | kering | setelah | sudah,dijemur
978,1774541144235,KEEP,Aku menjemur pakaian di balkon pagi ini,aku | balkon | di | ini | menjemur | pagi | pakaian,balkon | menjemur
979,1774541155447,KEEP,Kami duduk santai di balkon sambil minum teh,balkon | di | duduk | kami | minum | sambil | santai | teh,santai
980,1774541185074,KEEP,Aku mengikat barang itu dengan tali kuat,aku | barang | dengan | itu | kuat | mengikat | tali,mengikat | tali
981,1774541197271,KEEP,Aku selalu mengingat nasihat guru kemarin,aku | guru | kemarin | mengingat | nasihat | selalu,mengingat
982,1774541221737,KEEP,Aku teringat wajahnya saat hujan turun,aku | hujan | saat | teringat | turun | wajahnya,teringat
983,1774541235051,KEEP,Pesanmu akan selalu diingat oleh aku,akan | aku | diingat | oleh | pesanmu | selalu,diingat
